Price,Close,High,Low,Open,Volume
Ticker,ZENTEC.NS,ZENTEC.NS,ZENTEC.NS,ZENTEC.NS,ZENTEC.NS
Date,,,,,
2015-06-03,70.86152648925781,74.28007000793231,70.86152648925781,74.23123069121786,80361
2015-06-04,74.37773895263672,74.37773895263672,67.39414162700767,67.93134428737655,265781
2015-06-05,74.96377563476562,77.16141075109425,73.4498462405614,75.50097831060157,229032
2015-06-08,74.28007507324219,78.1381428981024,73.79171168012905,74.28007507324219,89698
2015-06-09,75.30562591552734,77.16140810720655,70.81268465534778,76.1846814223052,54918
2015-06-10,73.49869537353516,77.06374986208681,72.37545800702786,72.37545800702786,48072
2015-06-11,70.2754898071289,75.69632649144332,69.83596573081545,71.7894193176914,24973
2015-06-12,68.8592300415039,71.20337553328342,68.2731955315173,69.3475933751316,35864
2015-06-15,72.27777862548828,72.27777862548828,66.46625751403721,68.37087167275918,24552
2015-06-16,75.89165496826172,75.89165496826172,74.23122270429349,75.89165496826172,157204
2015-06-17,78.91951751708984,79.65206251588029,72.81497586050286,78.82183888911798,249569
2015-06-18,77.94279479980469,80.57995394828801,76.23352304938645,80.09159059102565,57511
2015-06-19,75.89165496826172,79.11485577694438,75.20794931882367,76.28234710444032,25012
2015-06-22,79.2613754272461,79.65206760861406,73.3521757451187,73.3521757451187,132612
2015-06-23,77.55210876464844,80.92181321585778,76.67305316160085,80.92181321585778,20316
2015-06-24,79.2613754272461,81.06831838276018,77.16141147274764,77.16141147274764,94557
2015-06-25,77.60093688964844,79.60322969711927,76.52653896079026,78.13813957999437,25915
2015-06-26,76.77070617675781,79.01718024698673,73.79169463787335,76.18467173073401,29644
2015-06-29,75.01262664794922,75.59866127998241,73.254515300015,75.20796904134873,23624
2015-06-30,74.47541809082031,76.08701879233274,73.40102010709005,73.40102010709005,11521
2015-07-01,78.1869888305664,78.1869888305664,71.30106142458185,71.30106142458185,74466
2015-07-02,80.04275512695312,82.09388728764094,78.33348329426914,82.09388728764094,58222
2015-07-03,80.28692626953125,83.51012713987353,80.0915839236214,83.02176382326608,59154
2015-07-06,79.0171890258789,80.28692922469456,77.21024617828881,80.28692922469456,43858
2015-07-07,80.23809051513672,82.87524931610646,79.11485345108201,80.09158003689785,101054
2015-07-08,77.25907897949219,79.1148611638251,76.47770210576421,78.28464497531209,47411
2015-07-09,81.1171646118164,81.1171646118164,77.25908923833448,77.25908923833448,220206
2015-07-10,79.35905456542969,83.90083579400269,78.33348841800426,81.06832650991586,64930
2015-07-13,79.1148681640625,80.92181119349222,77.64977801287615,80.09159493152006,66385
2015-07-14,82.67992401123047,83.07061621640348,78.67534567483365,79.1637090683414,332139
2015-07-15,86.2449722290039,86.78216745310822,80.28693328436101,80.28693328436101,359221
2015-07-16,90.54257202148438,90.54257202148438,86.44032241312078,87.71007024286074,345833
2015-07-17,95.03551483154297,95.03551483154297,91.86115292491264,92.6913691639723,255975
2015-07-20,92.34950256347656,98.64938612223267,90.34721006244081,96.59826176253296,281938
2015-07-21,90.93326568603516,96.94013713488614,88.6379591434853,88.6379591434853,264219
2015-07-22,95.37736511230469,95.47503629333784,88.88213097384903,88.88213097384903,329897
2015-07-23,94.49830627441406,98.89357633368914,92.78903458469598,96.54943081170913,155703
2015-07-24,94.44947814941406,98.50289584133323,92.64253506800452,93.76577237325934,131527
2015-07-27,91.81230926513672,96.50060037855786,89.95652705558112,89.95652705558112,72134
2015-07-28,87.85657501220703,94.00995699633738,87.2217085368161,91.90999283020818,157140
2015-07-29,92.2030029296875,92.2030029296875,84.1938394352566,88.39376726968786,219915
2015-07-30,90.7867431640625,94.98667092610428,90.20070863843263,94.98667092610428,120841
2015-07-31,93.17972564697266,95.27968947420199,89.95652466082223,89.95652466082223,181720
2015-08-03,92.3983383178711,96.30524486367396,90.34721387169117,93.57041475271167,84013
2015-08-04,92.10533142089844,94.44946955546986,90.83558372147776,90.83558372147776,55615
2015-08-05,96.69595336914062,96.69595336914062,92.78904616230666,92.88671735211068,104331
2015-08-06,99.28427124023438,100.60285080409614,93.96110621687876,97.67267068358848,283434
2015-08-07,95.37736511230469,98.99125097336517,94.64482007680593,98.99125097336517,160300
2015-08-10,94.69364929199219,98.55172417544144,93.37506975535337,96.6471026653336,64171
2015-08-11,91.81230926513672,94.74248934806661,89.95652705558112,94.74248934806661,103320
2015-08-12,83.99849700927734,92.25183472306018,82.63107812573638,92.25183472306018,266749
2015-08-13,80.77529907226562,88.100749681667,78.91952421268424,86.34264600651089,110071
2015-08-14,83.3636245727539,87.90540533896726,80.23810203032404,82.97293239199179,182274
2015-08-17,85.17057800292969,89.27283522783067,82.33807611058276,85.41475971446542,160492
2015-08-18,87.31938171386719,89.37050660458922,84.97523578797008,85.903123312967,112627
2015-08-19,90.05420684814453,90.83559125906362,86.97752342825636,88.54028479826054,127671
2015-08-20,86.44032287597656,91.56813863980568,85.9519594698976,90.6890830184967,109434
2015-08-21,83.70547485351562,86.92867593055026,80.92180526071299,86.92867593055026,90844
2015-08-24,75.3544692993164,84.7798838079121,75.3544692993164,84.7798838079121,111245
2015-08-25,73.10798645019531,77.60092743847385,67.83366118054975,76.28234798402065,252530
2015-08-26,67.14997100830078,73.20567450395193,65.83139124977741,72.2289476529221,157961
2015-08-27,70.47084045410156,70.47084045410156,63.829095200971565,68.32203701251991,447756
2015-08-28,70.66617584228516,73.98704814026782,69.4941067732717,73.98704814026782,315079
2015-08-31,69.34760284423828,73.64520225734663,67.6383309431479,73.64520225734663,150758
2015-09-01,66.9057846069336,69.24993037549952,66.22207883985911,68.85923817209954,90706
2015-09-02,66.22208404541016,70.12899148285419,65.78255248759697,70.12899148285419,27056
2015-09-03,69.49411010742188,69.49411010742188,66.36858002037536,66.41741933885802,104797
2015-09-04,66.46625518798828,70.32432268805812,66.02672370008789,70.32432268805812,90966
2015-09-07,63.877933502197266,69.15225965409135,63.19422027867665,69.15225965409135,57874
2015-09-08,66.27091217041016,66.75927557247925,62.65702597583247,63.97560567105221,34088
2015-09-09,67.29647827148438,69.249931879064,66.61276503773104,68.27320507527418,37469
2015-09-10,65.9290542602539,67.39414435492623,63.97560080069083,67.10112335525832,77501
2015-09-11,67.68716430664062,69.15225437862996,65.48952919865663,69.15225437862996,48944
2015-09-14,69.15226745605469,70.32433675456346,65.48954158342117,70.32433675456346,27884
2015-09-15,68.32202911376953,70.32432181278348,67.0034495701465,70.32432181278348,9816
2015-09-16,68.27320861816406,69.1522642775584,67.39415295876972,68.56622220340583,14930
2015-09-18,70.87454986572266,71.36537086891833,68.61677774462302,70.62913936412482,50731
2015-09-21,70.72730255126953,71.36536380076184,68.22411268715841,68.22411268715841,41920
2015-09-22,69.79473876953125,73.32864817127964,68.81309685297151,70.43280751316178,40194
2015-09-23,70.5800552368164,70.97271350096376,67.92961757082183,70.67821793051988,53227
2015-09-24,70.53097534179688,71.41445462888703,68.37136596387342,68.37136596387342,28505
2015-09-28,73.7213134765625,74.01580907538977,71.46354134644547,71.56170404960983,197817
2015-09-29,72.78874969482422,73.62314382699682,70.97271364495832,72.64150190930353,77686
2015-09-30,76.27356719970703,76.42081497208217,71.11994759190702,74.50661639920386,210291
2015-10-01,72.49427032470703,79.90567145531494,72.49427032470703,74.80112784895306,206007
2015-10-05,73.2304916381836,74.99745023237422,70.53097614054099,73.42682453161261,212938
2015-10-06,76.86256408691406,79.5129942322559,72.93599647050635,73.57405771670591,140699
2015-10-07,80.05290985107422,83.14507622740966,76.96073598540451,77.54971970045248,256041
2015-10-08,88.10237121582031,89.42758644376245,80.93638148052685,80.93638148052685,328567
2015-10-09,85.20652770996094,93.15782632943562,83.5377318337086,90.26197796593922,206839
2015-10-12,85.79550170898438,87.85694815669379,84.81385983013864,86.33540024874962,86657
2015-10-13,86.580810546875,90.31105267482948,84.91202235187772,85.84457913919975,167604
2015-10-14,86.04090881347656,91.1945284758491,84.91201919909028,87.31703871246431,183377
2015-10-15,84.6666259765625,87.8569626075634,83.78314664241844,87.16981617508159,62590
2015-10-16,84.96112060546875,86.87531956628017,84.42121449378638,84.76478770606865,93863
2015-10-19,88.98584747314453,90.26197756054647,83.93038975053774,85.5501005242921,104720
2015-10-20,88.5440902709961,90.99819485155953,86.87530215194607,90.90003216620356,86375
2015-10-21,87.07164001464844,90.60555710912993,85.89367264271054,88.49502536918513,47390
2015-10-23,85.89366912841797,88.88768001948483,85.40284816196987,87.31704693538403,51785
2015-10-26,85.20652770996094,87.12072659432805,83.58681692893197,83.58681692893197,40036
2015-10-27,84.76478576660156,87.85695958505988,84.02855426169883,84.02855426169883,39882
2015-10-28,83.73404693603516,86.38447674966696,83.43955140592831,84.66660363248609,57790
2015-10-29,83.68497467041016,85.40284805074116,82.55608495118307,83.43956418750572,31712
2015-10-30,81.42719268798828,84.42120348161615,80.88729413606633,83.53772427289535,34986
2015-11-02,83.5868148803711,84.666619544815,78.7276826563727,84.37212395936038,41720
2015-11-03,83.53772735595703,85.5991739261635,82.60517051137164,85.15743805016699,20259
2015-11-04,80.88729858398438,85.25560228768319,80.74005079287834,83.83222444877022,19051
2015-11-05,79.07127380371094,82.35977332641161,78.5313676553465,80.88731018287386,31897
2015-11-06,79.36575317382812,82.26160152990843,78.53135898250581,81.37812224348845,68402
2015-11-09,77.3533935546875,78.33503556685696,71.16904588228618,71.16904588228618,34028
2015-11-10,78.33502960205078,81.27995541431835,76.66623381483231,78.87492817403299,26617
2015-11-13,81.1817855834961,90.01656305886569,80.29831382742606,82.45792310344962,182171
2015-11-16,82.16343688964844,83.88131048342883,80.20015278247084,80.20015278247084,105153
2015-11-17,83.53772735595703,84.91202756587256,81.7707763626373,83.8813005361025,60973
2015-11-18,78.58045196533203,84.42121938020536,78.33504144387794,83.88131323727247,75679
2015-11-19,78.87493133544922,80.49464209498335,78.04053715306313,78.77676863563919,41594
2015-11-20,79.95474243164062,83.3904896261871,78.48227934826356,78.5313644467766,93739
2015-11-23,79.66024780273438,80.98546297167684,79.12034172052296,80.05290609076687,29102
2015-11-24,78.53135681152344,80.39647803366388,78.33503141522814,79.02217779159545,47665
2015-11-26,81.96710205078125,83.43956496187313,78.48227016546367,78.48227016546367,97136
2015-11-27,80.9854507446289,83.29230754070026,80.10197160227548,81.86892988698231,33634
2015-11-30,82.55609893798828,86.33541951714916,80.78914765531643,80.78914765531643,146240
2015-12-01,88.4950180053711,90.90003764350784,83.63588614946222,83.9303817126082,225874
2015-12-02,90.50738525390625,92.51975425735951,84.96111419970661,90.26197476515993,208601
2015-12-03,103.71047973632812,108.56960468456401,88.44594350246788,88.44594350246788,2026898
2015-12-04,100.96187591552734,107.34254877101652,96.49540941028528,105.03569162112953,473489
2015-12-07,100.32380676269531,105.33018682234236,99.14583938944537,101.94351751791442,119965
2015-12-08,97.13346862792969,103.07240546219946,96.49540734748786,99.14583763506805,134202
2015-12-09,92.1761703491211,99.63664684134541,90.50737472615893,99.63664684134541,172727
2015-12-10,94.3357925415039,95.7100928078943,91.43995170356273,92.8633295752286,70051
2015-12-11,97.91879272460938,104.93753475361366,96.1518340706872,96.98623578963256,247648
2015-12-14,99.48941040039062,101.94351528194606,96.20091135697308,97.91878477406189,104363
2015-12-15,99.48941040039062,100.96187332932388,97.4279637977508,98.2623579596129,70834
2015-12-16,99.53849792480469,103.17057024248008,98.704103742564,102.23801336044649,100943
2015-12-17,111.85808563232422,113.77229173035322,99.63664761516301,101.01094770082496,763589
2015-12-18,116.3736572265625,118.04244556100535,108.0787781800267,110.33655768129297,745585
2015-12-21,115.1466064453125,120.25114170991833,114.06679428338897,117.30621579049176,433543
2015-12-22,116.61907196044922,121.47819683824541,112.98699208663457,115.88284046445985,368957
2015-12-23,114.90118408203125,120.54562484449356,114.31219296752519,117.7970246079091,132779
2015-12-24,120.10389709472656,125.65017588763345,110.92554590080141,115.83375589641209,272155
2015-12-28,122.26351928710938,129.47857930626384,120.39839791004847,124.07955556635244,511500
2015-12-29,120.1529769897461,123.29422825523818,117.99336019155322,122.11626090301209,172645
2015-12-30,122.99974822998047,126.63182071203377,119.56400115639815,121.33095230063992,243984
2015-12-31,120.44746398925781,123.98138099250936,118.5332651869413,123.98138099250936,81165
2016-01-01,122.21442413330078,124.42311854534839,119.95664462747415,120.69287609815669,103874
2016-01-04,118.82776641845703,124.76669599100676,115.09752384398446,122.55800150359553,198911
2016-01-05,122.85250091552734,126.63182121356934,117.15897417530756,120.44747346089386,205981
2016-01-06,123.58872985839844,131.98176450286425,117.94428833279831,123.49056715582005,651330
2016-01-07,118.9259262084961,122.41075070971817,117.30621545951468,122.21442531137721,156673
2016-01-08,121.77268981933594,123.63780357768619,119.66215807825476,120.93828815031894,149952
2016-01-11,120.20206451416016,122.50892929409848,116.81540248001123,120.25114961177627,118340
2016-01-12,118.14061737060547,124.17771738148527,117.0117275329069,121.38003908063882,223759
2016-01-13,106.75357055664062,120.93829486705363,101.10912889502515,120.54564404727827,371604
2016-01-14,101.99259948730469,107.88245115175731,98.75317807612227,101.30544563285167,406759
2016-01-15,93.20689392089844,104.98659653279503,90.31105335787382,103.46505610569166,141207
2016-01-18,84.126708984375,97.13346433719222,83.58681042559398,97.13346433719222,215360
2016-01-19,87.80787658691406,91.63628200174378,85.20653119890679,85.35377151193788,183643
2016-01-20,85.01020050048828,87.26798022366108,83.43957470970197,86.04092765440076,160622
2016-01-21,87.51338195800781,89.47666587186403,85.50101295057166,86.67898779248567,84310
2016-01-22,91.68535614013672,92.27433978986491,89.3294140518905,90.5073813513469,76066
2016-01-25,91.73443603515625,96.20090984512777,89.1821684963155,92.37250479219983,215760
2016-01-27,87.07164001464844,95.17018629238972,86.04092043653625,92.66700375468821,393543
2016-01-28,87.56245422363281,91.19453373642176,85.3537599552071,87.56245422363281,148143
2016-01-29,88.59317779541016,90.94911975542618,86.38448361214509,86.38448361214509,109179
2016-02-01,87.21887969970703,89.918394874646,86.87530653894507,89.918394874646,56228
2016-02-02,85.59918212890625,89.13309943285887,84.96112080006391,87.02256756781337,88661
2016-02-03,83.0468978881836,85.01018156161268,82.45791428402144,85.01018156161268,51574
2016-02-04,83.83222198486328,87.16980603139261,81.37811716967018,81.67260525389322,137725
2016-02-05,86.43357849121094,87.26797266820112,83.63589288404695,84.81386774215123,73549
2016-02-08,78.7276840209961,85.35376740457372,76.46991195426632,82.4579265511882,280115
2016-02-09,78.7276840209961,79.31667520211462,75.68459537233095,77.549716637427,64346
2016-02-10,73.67223358154297,78.87493158101108,70.87454794757672,77.69696420095558,106353
2016-02-11,66.45716857910156,73.6231590563171,65.08287560151834,72.54335422135813,143434
2016-02-12,67.68421936035156,68.86219436631362,58.50586728273775,68.273210608,155748
2016-02-15,72.59241485595703,74.60478372857966,70.58005347266767,70.58005347266767,92307
2016-02-16,64.0030517578125,76.42082384820004,63.070494906676814,73.03416213688239,188089
2016-02-17,62.13793182373047,66.50623904894113,57.916872382103705,64.64111793198975,386743
2016-02-18,70.13831329345703,71.56169859348584,61.49986875493857,63.51223022904785,238590
2016-02-19,72.3960952758789,74.31029412133809,70.23648593795912,72.64150576833951,377143
2016-02-22,70.62913513183594,72.98507730386761,70.38372464494375,70.77638292183799,88671
2016-02-23,69.15666961669922,70.97271314305596,66.11358119123672,70.62913248282625,90140
2016-02-24,65.3282699584961,67.78237465281477,64.78836393001272,67.78237465281477,68743
2016-02-25,63.85581588745117,67.73329883979257,63.41407248837374,64.34663689353663,96679
2016-02-26,62.13793182373047,67.53696604469496,60.71455031286408,64.98469110079657,152926
2016-02-29,58.211368560791016,63.217744896623145,57.27880793252814,62.82508660745973,225056
2016-03-01,65.2301025390625,67.0952236835223,58.60402332872741,58.60402332872741,277573
2016-03-02,68.37136840820312,70.18740465310901,65.42644233884191,67.14431587930261,165665
2016-03-03,67.04615783691406,70.18740953359267,66.60441440219266,69.10760473094282,131749
2016-03-04,68.76400756835938,72.34699396361863,65.03376592343334,65.91724499610868,126076
2016-03-08,68.02778625488281,70.67821637314233,67.5369653078471,69.10759084049471,180253
2016-03-09,69.00943756103516,69.69658398487057,67.38972671704101,68.02779553307923,120091
2016-03-10,69.50025939941406,71.75803159689342,67.8314634384934,69.9419953215003,165654
2016-03-11,69.25483703613281,71.85618200436949,68.96034147892374,69.50024750402935,92841
2016-03-14,68.71492767333984,71.07086954857805,68.17502167445906,69.84381726869698,77514
2016-03-15,69.74566650390625,70.87454880285983,67.97870792316616,68.71493941691885,92393
2016-03-16,68.27320098876953,70.6291356900888,66.55532756694619,69.74566392176096,115837
2016-03-17,69.79473876953125,72.64150182542122,68.66584906762085,69.45116559660204,183089
2016-03-18,69.84382629394531,71.46353701055456,69.2057575280891,70.33464726932183,89330
2016-03-21,74.21212768554688,75.58642787199531,69.99107192136022,70.53097048398865,293274
2016-03-22,74.35938262939453,77.25522357764386,72.4451836960547,74.99745143695255,232582
2016-03-23,76.764404296875,78.0405419406956,73.81947818590535,74.55570971364777,167122
2016-03-28,72.93600463867188,80.29831974394827,72.64150903872714,77.50063401247587,178021
2016-03-29,71.61077880859375,74.50662711744789,71.21812801155187,72.73966857342387,101332
2016-03-30,73.1814193725586,74.11397634406798,72.05252949329196,72.05252949329196,102336
2016-03-31,72.44518280029297,73.4759024096029,71.56170349993151,73.08324411062733,58311
2016-04-01,79.51300811767578,82.26160892488487,72.78876139818371,72.88692410786946,517672
2016-04-04,80.78913116455078,81.86893575399516,78.53135180443981,78.53135180443981,169202
2016-04-05,76.81349182128906,80.78914519243787,76.0772602702863,80.44556447716889,112804
2016-04-06,80.5927963256836,83.19414878862219,77.10797216796065,77.74603339434198,334086
2016-04-07,79.90565490722656,82.11434925822239,79.5620817282717,81.08362223202423,113699
2016-04-08,80.78913116455078,82.65424477843956,79.41483101010643,79.80748926699528,80812
2016-04-11,81.57445526123047,84.0285604585559,80.59281318230029,81.23088203147185,92820
2016-04-12,86.53173828125,87.36613243018844,80.9363747443681,81.57444350155642,222235
2016-04-13,84.86294555664062,88.69135074859948,84.4702947589701,87.75879387013111,104993
2016-04-18,84.8138656616211,86.08999569826254,84.42120738521845,84.56845517503615,40380
2016-04-20,86.3844985961914,88.34778265519576,84.3230518321037,87.16981521552688,77154
2016-04-21,85.10836029052734,88.05328635579589,83.93039286015363,85.45194098960943,51044
2016-04-22,85.99182891845703,86.72806034325433,83.9794675176111,85.79550353424442,56351
2016-04-25,83.09598541259766,86.87530509691314,82.60516447984674,86.87530509691314,31333
2016-04-26,83.24324035644531,84.76478088535809,82.60517159107312,83.3904806574796,44285
2016-04-27,81.32902526855469,84.22487320163474,80.74004166008629,81.67259841605018,65819
2016-04-28,78.7276840209961,82.65425195200505,78.23686302961997,82.01619065468329,73882
2016-04-29,78.7276840209961,80.39647988527528,77.05889564605087,77.20614344133051,24514
2016-05-02,78.1386947631836,79.46390984763372,77.15705285035634,77.4515484199379,33178
2016-05-03,77.64787292480469,81.86893609775025,77.1079743724822,77.64787292480469,108675
2016-05-04,76.1754150390625,77.7951257803047,75.7827567549229,76.71532111592118,46111
2016-05-05,76.81349182128906,77.54972337229184,76.0772602702863,76.12634536942033,17044
2016-05-06,75.78276062011719,77.0098131398039,73.91764678166078,76.96073553261697,21623
2016-05-09,76.1263427734375,76.96073700492005,75.53735156125276,75.53735156125276,44776
2016-05-10,75.6845932006836,78.1386980871476,75.58643050309178,76.32266196903099,23682
2016-05-11,74.01580047607422,76.46990521673096,73.8194676032217,74.35937364189951,35615
2016-05-12,72.83782196044922,75.19376388816536,72.3960861255856,74.16304444370594,42363
2016-05-13,72.24884033203125,74.11396138800666,71.80710448505454,73.62314045166224,30064
2016-05-16,70.33464813232422,72.10159917175984,68.51861199901518,70.82546911372309,56055
2016-05-17,73.37773895263672,74.45754364671507,70.18740247643512,70.5800607713729,53441
2016-05-18,77.00981140136719,78.53135948716462,71.90527603043512,72.59242243021419,132109
2016-05-19,73.37773895263672,80.49464339954797,72.64150745812866,80.49464339954797,45837
2016-05-20,72.3960952758789,74.5557046137987,71.65986379849708,74.40846430978942,25732
2016-05-23,70.67821502685547,73.3777301841312,70.28555677883965,71.8561822815698,31103
2016-05-24,70.38372802734375,72.05252391200739,69.84382942383552,72.00343881653662,15442
2016-05-25,71.07087707519531,72.44517727207113,69.79473957323914,71.41445025208088,36850
2016-05-26,72.29793548583984,73.91764629911951,70.82547247182818,72.6415086912424,46867
2016-05-27,69.99108123779297,73.57406873277019,68.46953306288397,72.6905968782651,94656
2016-05-30,69.50025939941406,70.67822685120031,68.76402786971406,70.13832073368654,33408
2016-05-31,67.38970947265625,70.6782079269463,66.75164081989372,68.71492437342,54437
2016-06-01,65.91725158691406,69.00942490578586,65.18102020096045,68.37135620675946,67303
2016-06-02,64.6902084350586,67.34063880397473,64.15030234652598,66.11358632034059,48274
2016-06-03,64.78836822509766,66.1626684428907,64.2484621608217,65.3282742893736,41438
2016-06-06,63.561317443847656,67.14431212580777,62.825085967664094,67.09522703166199,44546
2016-06-07,65.0828628540039,66.01541969032715,62.3833438060152,64.44479410262474,79425
2016-06-08,65.72093200683594,68.71494324391158,64.2975540353744,64.34663913342527,225325
2016-06-09,65.13192749023438,67.43878406504372,64.59202903065417,67.38970647199028,55506
2016-06-10,66.2608413696289,67.53697908803717,63.95398394573842,65.7209352219943,48036
2016-06-13,63.31590270996094,66.1135806341623,62.82508175872093,64.98469094844361,54433
2016-06-14,65.9663314819336,67.19338383456876,63.46314917615777,64.15029549790019,103672
2016-06-15,66.06450653076172,66.94797829830698,65.27918997146176,65.37735266904082,28557
2016-06-16,65.47550964355469,68.2241098715219,64.78836333122943,66.50623660137568,169368
2016-06-17,65.3282699584961,66.94797306527988,64.34662808076862,65.52459533830832,32104
2016-06-20,70.33464813232422,71.65986328423439,64.54295905395084,64.54295905395084,447286
2016-06-21,75.48827362060547,77.89329359887316,69.69658414453109,72.10160412279878,636251
2016-06-22,74.21212768554688,77.54971171282635,73.7213067253391,76.02816374044889,136921
2016-06-23,70.72730255126953,74.60478509674877,70.33464428973575,74.35937461945683,136956
2016-06-24,70.7763900756836,71.65986941566138,65.42644391641252,68.81310598210382,136385
2016-06-27,75.63551330566406,77.00980600899156,71.3653649410863,71.3653649410863,179740
2016-06-28,75.78276062011719,78.43319855624101,75.09561420482632,75.586435212701,134608
2016-06-29,82.2125244140625,84.42121909981344,75.3410298361707,76.12634649794938,663533
2016-06-30,81.81986236572266,84.4703003618031,80.5928098182783,82.85058950130967,263156
2016-07-01,82.01619720458984,83.7340708115976,80.2001533999997,82.21252262108547,234679
2016-07-04,86.0899887084961,87.07163057513496,81.77077048675152,82.06525855314332,267392
2016-07-05,83.88129425048828,87.0716303072492,83.68496887349777,86.3844839984493,85060
2016-07-07,83.63589477539062,85.05928015828836,82.99783347165562,84.71570695873858,60171
2016-07-08,82.31068420410156,83.5377367637612,80.24923740174027,83.39048895873515,80510
2016-07-11,81.86894226074219,84.12671431096214,81.03454807937104,83.34140522410326,68976
2016-07-12,79.26759338378906,82.89966587437138,77.59880493986407,82.3597672551412,106374
2016-07-13,77.84420013427734,80.29830470989349,77.54970458947028,79.1694151072435,55894
2016-07-14,78.67860412597656,79.46391319572612,78.04053535788809,78.04053535788809,34574
2016-07-15,77.5006332397461,80.1510711448196,76.76440173655914,79.21850674718232,36523
2016-07-18,77.05889129638672,78.53135418740048,76.666233027583,77.89328543676115,20358
2016-07-19,76.42082214355469,77.45154915757315,73.81946955192092,77.40246406573094,30673
2016-07-20,79.36575317382812,80.15106975938679,75.63551811575951,75.63551811575951,107817
2016-07-21,79.21849822998047,82.65424487545752,78.53135189661839,79.90565205267588,83010
2016-07-22,80.74005126953125,81.18178715612343,78.97309274449492,80.39647808114468,38446
2016-07-25,79.70933532714844,81.08363576161682,78.62953051768572,81.03455815033911,116626
2016-07-26,80.74005126953125,83.43956666152165,79.90565710078279,79.90565710078279,131043
2016-07-27,79.1203384399414,82.45792251582981,78.58043986944983,80.54372373887435,76258
2016-07-28,82.26161193847656,83.34141676324701,78.58045402039441,83.24325404996513,159925
